order_id,item_id,product_id,quantity,list_price,discount,total_price
238,5,7,1,3999.99,0.07,3999.99
239,1,16,2,599.99,0.1,1199.98
239,2,21,2,269.99,0.05,539.98
239,3,18,1,449.0,0.07,449.0
239,4,4,2,2899.99,0.07,5799.98
240,1,9,1,2999.99,0.07,2999.99
240,2,8,1,1799.99,0.07,1799.99
240,3,5,1,1320.99,0.07,1320.99
240,4,18,2,449.0,0.07,898.0
241,1,7,1,3999.99,0.2,3999.99
242,1,3,1,999.99,0.2,999.99
243,1,25,2,499.99,0.05,999.98
243,2,19,2,449.0,0.07,898.0
243,3,7,2,3999.99,0.05,7999.98
244,1,19,1,449.0,0.07,449.0
244,2,25,1,499.99,0.2,499.99
244,3,22,1,269.99,0.1,269.99
245,1,10,2,1549.0,0.05,3098.0
245,2,8,1,1799.99,0.1,1799.99
246,1,17,2,429.0,0.2,858.0
247,1,25,1,499.99,0.07,499.99
247,2,3,1,999.99,0.2,999.99
248,1,13,1,269.99,0.1,269.99
248,2,26,2,599.99,0.1,1199.98
248,3,17,1,429.0,0.1,429.0
248,4,9,1,2999.99,0.2,2999.99
249,1,7,2,3999.99,0.05,7999.98
249,2,18,2,449.0,0.05,898.0
249,3,22,1,269.99,0.1,269.99
250,1,17,2,429.0,0.05,858.0
250,2,11,2,1680.99,0.1,3361.98
251,1,23,2,299.99,0.2,599.98
251,2,22,2,269.99,0.05,539.98
252,1,11,2,1680.99,0.1,3361.98
252,2,4,1,2899.99,0.07,2899.99
252,3,19,1,449.0,0.1,449.0
253,1,11,2,1680.99,0.07,3361.98
254,1,6,2,469.99,0.07,939.98
254,2,3,1,999.99,0.05,999.99
254,3,12,1,549.99,0.05,549.99
255,1,5,2,1320.99,0.1,2641.98
255,2,14,1,269.99,0.2,269.99
255,3,2,2,749.99,0.2,1499.98
255,4,21,1,269.99,0.07,269.99
256,1,11,1,1680.99,0.1,1680.99
256,2,21,1,269.99,0.05,269.99
257,1,8,2,1799.99,0.07,3599.98
257,2,13,2,269.99,0.2,539.98
257,3,10,2,1549.0,0.1,3098.0
257,4,15,1,529.99,0.1,529.99
258,1,8,2,1799.99,0.05,3599.98
258,2,4,1,2899.99,0.07,2899.99
258,3,19,1,449.0,0.07,449.0
258,4,18,1,449.0,0.05,449.0
259,1,26,1,599.99,0.05,599.99
259,2,6,2,469.99,0.1,939.98
259,3,2,2,749.99,0.2,1499.98
259,4,4,1,2899.99,0.1,2899.99
260,1,23,2,299.99,0.2,599.98
260,2,10,1,1549.0,0.2,1549.0
260,3,24,2,549.99,0.2,1099.98
261,1,16,2,599.99,0.05,1199.98
261,2,14,1,269.99,0.1,269.99
261,3,17,2,429.0,0.1,858.0
262,1,2,1,749.99,0.07,749.99
262,2,9,2,2999.99,0.05,5999.98
263,1,9,1,2999.99,0.07,2999.99
263,2,3,1,999.99,0.2,999.99
263,3,2,2,749.99,0.05,1499.98
264,1,10,1,1549.0,0.2,1549.0
264,2,24,2,549.99,0.05,1099.98
264,3,15,2,529.99,0.1,1059.98
264,4,3,2,999.99,0.07,1999.98
265,1,9,2,2999.99,0.2,5999.98
266,1,6,2,469.99,0.07,939.98
266,2,19,1,449.0,0.2,449.0
266,3,25,1,499.99,0.05,499.99
267,1,22,2,269.99,0.2,539.98
267,2,23,2,299.99,0.1,599.98
267,3,24,1,549.99,0.1,549.99
267,4,7,2,3999.99,0.07,7999.98
267,5,21,1,269.99,0.05,269.99
268,1,7,1,3999.99,0.05,3999.99
268,2,6,2,469.99,0.2,939.98
268,3,9,1,2999.99,0.1,2999.99
269,1,5,1,1320.99,0.07,1320.99
269,2,23,2,299.99,0.07,599.98
269,3,18,1,449.0,0.05,449.0
269,4,3,1,999.99,0.05,999.99
270,1,25,2,499.99,0.2,999.98
270,2,15,1,529.99,0.1,529.99
271,1,11,2,1680.99,0.07,3361.98
271,2,6,2,469.99,0.05,939.98
271,3,13,1,269.99,0.1,269.99
271,4,7,2,3999.99,0.1,7999.98
272,1,2,2,749.99,0.07,1499.98
272,2,11,1,1680.99,0.07,1680.99
273,1,21,1,269.99,0.1,269.99
274,1,11,2,1680.99,0.05,3361.98
274,2,25,2,499.99,0.1,999.98
274,3,9,2,2999.99,0.07,5999.98
275,1,18,1,449.0,0.05,449.0
275,2,25,1,499.99,0.1,499.99
275,3,7,2,3999.99,0.05,7999.98
276,1,3,2,999.99,0.2,1999.98
276,2,17,1,429.0,0.05,429.0
276,3,9,2,2999.99,0.07,5999.98
277,1,20,2,599.99,0.2,1199.98
277,2,6,2,469.99,0.2,939.98
277,3,13,2,269.99,0.1,539.98
278,1,16,1,599.99,0.2,599.99
278,2,19,2,449.0,0.07,898.0
278,3,13,1,269.99,0.07,269.99
278,4,11,2,1680.99,0.07,3361.98
279,1,25,1,499.99,0.07,499.99
280,1,25,1,499.99,0.07,499.99
280,2,26,2,599.99,0.07,1199.98
280,3,13,1,269.99,0.07,269.99
281,1,22,1,269.99,0.07,269.99
281,2,14,2,269.99,0.1,539.98
281,3,7,2,3999.99,0.07,7999.98
282,1,20,1,599.99,0.07,599.99
282,2,7,2,3999.99,0.07,7999.98
282,3,3,2,999.99,0.05,1999.98
282,4,16,2,599.99,0.07,1199.98
283,1,9,1,2999.99,0.05,2999.99
283,2,16,2,599.99,0.2,1199.98
284,1,24,2,549.99,0.2,1099.98
284,2,20,1,599.99,0.2,599.99
285,1,16,2,599.99,0.05,1199.98
285,2,12,1,549.99,0.05,549.99
285,3,2,1,749.99,0.1,749.99
286,1,26,2,599.99,0.2,1199.98
286,2,21,2,269.99,0.07,539.98
286,3,16,2,599.99,0.1,1199.98
286,4,7,1,3999.99,0.1,3999.99
287,1,5,1,1320.99,0.2,1320.99
287,2,10,1,1549.0,0.05,1549.0
287,3,2,1,749.99,0.05,749.99
287,4,20,1,599.99,0.05,599.99
288,1,4,1,2899.99,0.2,2899.99
288,2,10,1,1549.0,0.1,1549.0
288,3,7,2,3999.99,0.05,7999.98
289,1,13,1,269.99,0.07,269.99
289,2,24,1,549.99,0.2,549.99
289,3,17,1,429.0,0.2,429.0
290,1,2,2,749.99,0.07,1499.98
290,2,5,2,1320.99,0.07,2641.98
290,3,21,1,269.99,0.1,269.99
291,1,6,2,469.99,0.05,939.98
291,2,21,2,269.99,0.07,539.98
292,1,18,2,449.0,0.1,898.0
292,2,4,1,2899.99,0.07,2899.99
292,3,10,2,1549.0,0.05,3098.0
293,1,19,2,449.0,0.05,898.0
293,2,6,1,469.99,0.2,469.99
294,1,18,1,449.0,0.2,449.0
294,2,14,1,269.99,0.2,269.99
294,3,7,2,3999.99,0.05,7999.98
294,4,25,2,499.99,0.2,999.98
295,1,22,2,269.99,0.07,539.98
296,1,25,2,499.99,0.07,999.98
296,2,12,2,549.99,0.1,1099.98
296,3,11,2,1680.99,0.1,3361.98
296,4,9,1,2999.99,0.2,2999.99
297,1,4,2,2899.99,0.2,5799.98
298,1,23,1,299.99,0.2,299.99
298,2,6,2,469.99,0.05,939.98
298,3,22,1,269.99,0.2,269.99
298,4,9,1,2999.99,0.07,2999.99
298,5,14,2,269.99,0.1,539.98
299,1,11,2,1680.99,0.05,3361.98
299,2,10,2,1549.0,0.2,3098.0
300,1,16,2,599.99,0.1,1199.98
300,2,9,2,2999.99,0.1,5999.98
300,3,10,1,1549.0,0.1,1549.0
300,4,11,2,1680.99,0.2,3361.98
301,1,6,1,469.99,0.05,469.99
301,2,22,1,269.99,0.1,269.99
302,1,24,2,549.99,0.2,1099.98
302,2,18,2,449.0,0.07,898.0
302,3,2,2,749.99,0.2,1499.98
303,1,8,2,1799.99,0.05,3599.98
303,2,24,2,549.99,0.05,1099.98
304,1,10,1,1549.0,0.05,1549.0
304,2,7,2,3999.99,0.1,7999.98
304,3,20,1,599.99,0.1,599.99
305,1,10,1,1549.0,0.07,1549.0
305,2,6,1,469.99,0.1,469.99
305,3,3,2,999.99,0.2,1999.98
306,1,10,1,1549.0,0.2,1549.0
306,2,22,1,269.99,0.07,269.99
307,1,15,2,529.99,0.05,1059.98
308,1,7,1,3999.99,0.1,3999.99
308,2,18,2,449.0,0.2,898.0
308,3,14,1,269.99,0.2,269.99
309,1,3,1,999.99,0.05,999.99
309,2,12,1,549.99,0.05,549.99
310,1,7,2,3999.99,0.07,7999.98
310,2,14,2,269.99,0.1,539.98
310,3,5,2,1320.99,0.2,2641.98
310,4,8,1,1799.99,0.2,1799.99
311,1,17,2,429.0,0.05,858.0
311,2,5,2,1320.99,0.2,2641.98
312,1,24,2,549.99,0.05,1099.98
312,2,14,2,269.99,0.07,539.98
312,3,16,2,599.99,0.05,1199.98
313,1,4,1,2899.99,0.07,2899.99
313,2,10,2,1549.0,0.07,3098.0
314,1,5,1,1320.99,0.07,1320.99
314,2,9,1,2999.99,0.05,2999.99
314,3,22,2,269.99,0.2,539.98
314,4,7,2,3999.99,0.07,7999.98
315,1,11,1,1680.99,0.2,1680.99
315,2,9,1,2999.99,0.1,2999.99
316,1,2,2,749.99,0.2,1499.98
316,2,16,2,599.99,0.1,1199.98
316,3,20,1,599.99,0.1,599.99
316,4,19,1,449.0,0.2,449.0
316,5,17,1,429.0,0.05,429.0
317,1,10,1,1549.0,0.2,1549.0
317,2,22,1,269.99,0.05,269.99
317,3,15,1,529.99,0.05,529.99
317,4,13,2,269.99,0.2,539.98
318,1,13,2,269.99,0.1,539.98
318,2,25,2,499.99,0.2,999.98
318,3,9,1,2999.99,0.05,2999.99
319,1,11,1,1680.99,0.07,1680.99
319,2,21,1,269.99,0.2,269.99
319,3,15,2,529.99,0.1,1059.98
319,4,23,1,299.99,0.05,299.99
320,1,2,1,749.99,0.1,749.99
321,1,4,2,2899.99,0.2,5799.98
321,2,12,2,549.99,0.2,1099.98
321,3,26,1,599.99,0.2,599.99
321,4,23,2,299.99,0.2,599.98
322,1,13,2,269.99,0.2,539.98
322,2,21,1,269.99,0.07,269.99
323,1,13,2,269.99,0.07,539.98
323,2,26,2,599.99,0.1,1199.98
324,1,2,2,749.99,0.1,1499.98
324,2,17,1,429.0,0.2,429.0
324,3,22,2,269.99,0.2,539.98
324,4,19,1,449.0,0.05,449.0
324,5,12,1,549.99,0.05,549.99
325,1,7,1,3999.99,0.05,3999.99
325,2,12,1,549.99,0.2,549.99
325,3,6,2,469.99,0.2,939.98
326,1,12,1,549.99,0.1,549.99
326,2,23,1,299.99,0.07,299.99
327,1,12,2,549.99,0.07,1099.98
327,2,13,1,269.99,0.07,269.99
327,3,4,1,2899.99,0.05,2899.99
328,1,6,2,469.99,0.1,939.98
329,1,14,2,269.99,0.07,539.98
329,2,8,2,1799.99,0.05,3599.98
329,3,23,1,299.99,0.2,299.99
329,4,17,1,429.0,0.07,429.0
329,5,26,2,599.99,0.05,1199.98
330,1,21,2,269.99,0.05,539.98
331,1,17,2,429.0,0.1,858.0
332,1,18,2,449.0,0.05,898.0
333,1,18,2,449.0,0.07,898.0
333,2,8,2,1799.99,0.05,3599.98
333,3,3,1,999.99,0.2,999.99
334,1,16,2,599.99,0.2,1199.98
334,2,9,1,2999.99,0.05,2999.99
334,3,3,2,999.99,0.05,1999.98
335,1,6,1,469.99,0.1,469.99
335,2,2,2,749.99,0.1,1499.98
335,3,21,1,269.99,0.07,269.99
336,1,4,1,2899.99,0.1,2899.99
336,2,12,1,549.99,0.2,549.99
337,1,18,1,449.0,0.05,449.0
337,2,4,1,2899.99,0.05,2899.99
338,1,6,2,469.99,0.07,939.98
338,2,10,1,1549.0,0.07,1549.0
338,3,22,1,269.99,0.1,269.99
338,4,11,2,1680.99,0.07,3361.98
338,5,9,1,2999.99,0.05,2999.99
339,1,13,1,269.99,0.1,269.99
339,2,15,2,529.99,0.05,1059.98
340,1,11,1,1680.99,0.05,1680.99
340,2,24,1,549.99,0.05,549.99
340,3,13,2,269.99,0.1,539.98
340,4,12,2,549.99,0.07,1099.98
340,5,10,2,1549.0,0.1,3098.0
341,1,23,2,299.99,0.05,599.98
342,1,26,1,599.99,0.07,599.99
342,2,9,1,2999.99,0.2,2999.99
342,3,16,2,599.99,0.1,1199.98
343,1,20,2,599.99,0.2,1199.98
343,2,25,1,499.99,0.05,499.99
343,3,5,2,1320.99,0.05,2641.98
343,4,10,1,1549.0,0.1,1549.0
344,1,22,1,269.99,0.05,269.99
344,2,18,2,449.0,0.07,898.0
344,3,14,1,269.99,0.2,269.99
345,1,18,2,449.0,0.1,898.0
345,2,24,2,549.99,0.07,1099.98
346,1,13,1,269.99,0.07,269.99
346,2,23,1,299.99,0.2,299.99
346,3,21,1,269.99,0.1,269.99
346,4,15,1,529.99,0.05,529.99
346,5,18,2,449.0,0.05,898.0
347,1,23,1,299.99,0.07,299.99
348,1,5,2,1320.99,0.05,2641.98
348,2,15,2,529.99,0.07,1059.98
349,1,20,2,599.99,0.2,1199.98
350,1,6,2,469.99,0.05,939.98
350,2,20,1,599.99,0.07,599.99
350,3,3,1,999.99,0.07,999.99
351,1,4,2,2899.99,0.05,5799.98
351,2,24,2,549.99,0.1,1099.98
351,3,20,1,599.99,0.2,599.99
351,4,22,2,269.99,0.07,539.98
352,1,11,1,1680.99,0.2,1680.99
352,2,14,1,269.99,0.2,269.99
353,1,2,2,749.99,0.2,1499.98
354,1,21,1,269.99,0.2,269.99
354,2,19,1,449.0,0.05,449.0
355,1,16,1,599.99,0.1,599.99
355,2,14,2,269.99,0.07,539.98
356,1,23,2,299.99,0.05,599.98
356,2,4,1,2899.99,0.05,2899.99
356,3,13,1,269.99,0.05,269.99
357,1,17,2,429.0,0.05,858.0
357,2,21,2,269.99,0.07,539.98
357,3,24,1,549.99,0.07,549.99
357,4,9,1,2999.99,0.05,2999.99
358,1,21,2,269.99,0.1,539.98
358,2,6,2,469.99,0.07,939.98
358,3,8,2,1799.99,0.05,3599.98
358,4,18,2,449.0,0.1,898.0
359,1,15,2,529.99,0.07,1059.98
359,2,9,2,2999.99,0.07,5999.98
359,3,7,2,3999.99,0.2,7999.98
360,1,26,1,599.99,0.05,599.99
360,2,7,2,3999.99,0.2,7999.98
360,3,13,2,269.99,0.05,539.98
360,4,25,1,499.99,0.1,499.99
361,1,24,2,549.99,0.05,1099.98
361,2,6,2,469.99,0.1,939.98
361,3,11,1,1680.99,0.1,1680.99
362,1,2,1,749.99,0.07,749.99
363,1,21,2,269.99,0.1,539.98
363,2,14,1,269.99,0.07,269.99
363,3,15,1,529.99,0.1,529.99
363,4,20,1,599.99,0.2,599.99
364,1,25,2,499.99,0.05,999.98
365,1,24,2,549.99,0.07,1099.98
366,1,21,1,269.99,0.1,269.99
366,2,4,1,2899.99,0.07,2899.99
366,3,16,2,599.99,0.2,1199.98
367,1,26,2,599.99,0.1,1199.98
367,2,14,1,269.99,0.05,269.99
367,3,10,2,1549.0,0.05,3098.0
368,1,5,1,1320.99,0.2,1320.99
368,2,10,2,1549.0,0.2,3098.0
368,3,21,2,269.99,0.1,539.98
368,4,19,1,449.0,0.05,449.0
369,1,10,2,1549.0,0.07,3098.0
370,1,25,2,499.99,0.05,999.98
370,2,4,2,2899.99,0.1,5799.98
371,1,14,1,269.99,0.2,269.99
371,2,12,1,549.99,0.2,549.99
372,1,11,1,1680.99,0.05,1680.99
372,2,14,2,269.99,0.1,539.98
372,3,5,1,1320.99,0.1,1320.99
373,1,8,2,1799.99,0.05,3599.98
373,2,22,1,269.99,0.1,269.99
373,3,19,2,449.0,0.2,898.0
373,4,12,1,549.99,0.1,549.99
373,5,13,1,269.99,0.1,269.99
374,1,10,1,1549.0,0.1,1549.0
374,2,7,1,3999.99,0.07,3999.99
375,1,21,2,269.99,0.05,539.98
375,2,2,2,749.99,0.05,1499.98
375,3,4,2,2899.99,0.07,5799.98
375,4,12,2,549.99,0.05,1099.98
376,1,2,2,749.99,0.07,1499.98
376,2,23,2,299.99,0.1,599.98
377,1,8,1,1799.99,0.05,1799.99
377,2,14,1,269.99,0.07,269.99
378,1,26,2,599.99,0.05,1199.98
379,1,9,1,2999.99,0.07,2999.99
379,2,16,1,599.99,0.2,599.99
380,1,16,1,599.99,0.05,599.99
380,2,11,2,1680.99,0.05,3361.98
381,1,21,2,269.99,0.07,539.98
382,1,8,1,1799.99,0.1,1799.99
382,2,9,1,2999.99,0.1,2999.99
382,3,13,1,269.99,0.07,269.99
383,1,19,1,449.0,0.07,449.0
383,2,22,2,269.99,0.05,539.98
383,3,13,1,269.99,0.1,269.99
383,4,21,2,269.99,0.05,539.98
383,5,14,1,269.99,0.1,269.99
384,1,20,1,599.99,0.1,599.99
384,2,21,2,269.99,0.2,539.98
384,3,8,1,1799.99,0.05,1799.99
384,4,15,1,529.99,0.1,529.99
384,5,4,1,2899.99,0.2,2899.99
385,1,21,1,269.99,0.07,269.99
385,2,7,2,3999.99,0.2,7999.98
385,3,26,2,599.99,0.05,1199.98
386,1,8,1,1799.99,0.2,1799.99
386,2,3,2,999.99,0.05,1999.98
386,3,16,2,599.99,0.2,1199.98
387,1,18,1,449.0,0.2,449.0
388,1,19,2,449.0,0.2,898.0
388,2,13,2,269.99,0.07,539.98
388,3,2,1,749.99,0.07,749.99
388,4,11,1,1680.99,0.1,1680.99
389,1,2,1,749.99,0.07,749.99
389,2,15,2,529.99,0.07,1059.98
389,3,10,2,1549.0,0.05,3098.0
389,4,5,1,1320.99,0.05,1320.99
389,5,9,1,2999.99,0.2,2999.99
390,1,23,1,299.99,0.05,299.99
390,2,7,2,3999.99,0.07,7999.98
390,3,9,1,2999.99,0.05,2999.99
391,1,8,1,1799.99,0.07,1799.99
391,2,5,2,1320.99,0.2,2641.98
391,3,24,2,549.99,0.07,1099.98
392,1,14,2,269.99,0.1,539.98
392,2,3,2,999.99,0.05,1999.98
393,1,6,2,469.99,0.2,939.98
394,1,23,1,299.99,0.05,299.99
394,2,16,1,599.99,0.2,599.99
394,3,14,2,269.99,0.2,539.98
395,1,14,1,269.99,0.05,269.99
396,1,12,1,549.99,0.1,549.99
396,2,25,2,499.99,0.05,999.98
396,3,5,1,1320.99,0.2,1320.99
397,1,7,1,3999.99,0.05,3999.99
398,1,8,2,1799.99,0.05,3599.98
398,2,18,2,449.0,0.05,898.0
398,3,25,1,499.99,0.2,499.99
398,4,17,1,429.0,0.05,429.0
399,1,25,1,499.99,0.05,499.99
399,2,11,2,1680.99,0.05,3361.98
399,3,14,1,269.99,0.1,269.99
400,1,24,2,549.99,0.07,1099.98
400,2,9,1,2999.99,0.2,2999.99
400,3,3,2,999.99,0.2,1999.98
401,1,23,1,299.99,0.2,299.99
401,2,10,2,1549.0,0.2,3098.0
402,1,6,2,469.99,0.07,939.98
402,2,5,1,1320.99,0.07,1320.99
402,3,26,1,599.99,0.05,599.99
403,1,12,2,549.99,0.1,1099.98
403,2,7,2,3999.99,0.2,7999.98
403,3,22,2,269.99,0.05,539.98
403,4,24,1,549.99,0.2,549.99
404,1,9,1,2999.99,0.07,2999.99
404,2,25,2,499.99,0.05,999.98
404,3,16,2,599.99,0.2,1199.98
405,1,3,2,999.99,0.2,1999.98
405,2,10,2,1549.0,0.1,3098.0
405,3,14,2,269.99,0.07,539.98
406,1,4,1,2899.99,0.2,2899.99
407,1,20,1,599.99,0.2,599.99
407,2,5,1,1320.99,0.05,1320.99
408,1,18,1,449.0,0.2,449.0
408,2,3,1,999.99,0.07,999.99
408,3,2,2,749.99,0.07,1499.98
408,4,17,2,429.0,0.2,858.0
409,1,15,1,529.99,0.07,529.99
409,2,16,2,599.99,0.2,1199.98
409,3,21,1,269.99,0.05,269.99
410,1,25,1,499.99,0.1,499.99
410,2,9,2,2999.99,0.05,5999.98
410,3,24,2,549.99,0.1,1099.98
411,1,2,1,749.99,0.07,749.99
411,2,26,2,599.99,0.05,1199.98
412,1,7,1,3999.99,0.1,3999.99
412,2,24,1,549.99,0.07,549.99
412,3,17,1,429.0,0.1,429.0
413,1,8,2,1799.99,0.05,3599.98
413,2,25,1,499.99,0.1,499.99
413,3,9,1,2999.99,0.07,2999.99
414,1,4,2,2899.99,0.1,5799.98
415,1,3,1,999.99,0.07,999.99
415,2,23,2,299.99,0.2,599.98
415,3,5,1,1320.99,0.2,1320.99
415,4,6,2,469.99,0.05,939.98
416,1,22,1,269.99,0.07,269.99
416,2,14,1,269.99,0.07,269.99
416,3,24,1,549.99,0.1,549.99
417,1,26,2,599.99,0.07,1199.98
417,2,6,2,469.99,0.07,939.98
418,1,12,1,549.99,0.05,549.99
418,2,20,1,599.99,0.05,599.99
419,1,9,1,2999.99,0.05,2999.99
420,1,17,2,429.0,0.2,858.0
420,2,15,2,529.99,0.1,1059.98
420,3,3,2,999.99,0.05,1999.98
421,1,6,2,469.99,0.07,939.98
421,2,3,2,999.99,0.2,1999.98
421,3,20,2,599.99,0.2,1199.98
421,4,4,1,2899.99,0.07,2899.99
421,5,23,2,299.99,0.2,599.98
422,1,20,2,599.99,0.05,1199.98
423,1,8,2,1799.99,0.05,3599.98
423,2,17,1,429.0,0.2,429.0
423,3,23,2,299.99,0.07,599.98
423,4,2,1,749.99,0.2,749.99
424,1,22,1,269.99,0.1,269.99
424,2,6,1,469.99,0.05,469.99
425,1,6,1,469.99,0.1,469.99
425,2,21,2,269.99,0.07,539.98
425,3,19,1,449.0,0.05,449.0
426,1,10,1,1549.0,0.1,1549.0
426,2,23,2,299.99,0.05,599.98
427,1,12,2,549.99,0.07,1099.98
427,2,15,2,529.99,0.1,1059.98
427,3,26,2,599.99,0.07,1199.98
428,1,5,2,1320.99,0.2,2641.98
428,2,14,1,269.99,0.2,269.99
429,1,11,1,1680.99,0.2,1680.99
429,2,4,2,2899.99,0.1,5799.98
429,3,5,2,1320.99,0.05,2641.98
429,4,6,1,469.99,0.07,469.99
429,5,2,1,749.99,0.1,749.99
430,1,22,2,269.99,0.1,539.98
430,2,11,1,1680.99,0.07,1680.99
430,3,4,2,2899.99,0.2,5799.98
430,4,13,2,269.99,0.2,539.98
430,5,8,1,1799.99,0.2,1799.99
431,1,14,2,269.99,0.2,539.98
431,2,6,1,469.99,0.1,469.99
431,3,18,1,449.0,0.2,449.0
431,4,13,2,269.99,0.07,539.98
431,5,19,1,449.0,0.07,449.0
432,1,10,2,1549.0,0.2,3098.0
432,2,7,2,3999.99,0.05,7999.98
433,1,6,1,469.99,0.1,469.99
433,2,10,1,1549.0,0.2,1549.0
433,3,24,1,549.99,0.1,549.99
433,4,4,1,2899.99,0.2,2899.99
434,1,21,1,269.99,0.05,269.99
434,2,20,1,599.99,0.1,599.99
434,3,9,1,2999.99,0.2,2999.99
434,4,11,2,1680.99,0.07,3361.98
434,5,18,2,449.0,0.05,898.0
435,1,22,1,269.99,0.05,269.99
435,2,9,1,2999.99,0.05,2999.99
435,3,18,1,449.0,0.05,449.0
436,1,3,1,999.99,0.05,999.99
436,2,23,1,299.99,0.2,299.99
437,1,3,1,999.99,0.05,999.99
437,2,10,1,1549.0,0.05,1549.0
437,3,8,2,1799.99,0.05,3599.98
438,1,4,1,2899.99,0.07,2899.99
438,2,22,1,269.99,0.1,269.99
438,3,8,2,1799.99,0.05,3599.98
438,4,13,2,269.99,0.05,539.98
439,1,6,2,469.99,0.07,939.98
439,2,7,2,3999.99,0.05,7999.98
440,1,19,2,449.0,0.07,898.0
440,2,4,2,2899.99,0.07,5799.98
441,1,12,1,549.99,0.07,549.99
441,2,15,1,529.99,0.1,529.99
442,1,16,2,599.99,0.07,1199.98
442,2,26,2,599.99,0.2,1199.98
442,3,6,2,469.99,0.2,939.98
443,1,5,1,1320.99,0.05,1320.99
443,2,26,1,599.99,0.2,599.99
444,1,22,1,269.99,0.07,269.99
444,2,15,2,529.99,0.07,1059.98
444,3,20,2,599.99,0.05,1199.98
444,4,16,1,599.99,0.1,599.99
444,5,10,2,1549.0,0.2,3098.0
445,1,7,1,3999.99,0.2,3999.99
445,2,16,1,599.99,0.07,599.99
445,3,23,1,299.99,0.2,299.99
446,1,22,1,269.99,0.2,269.99
446,2,16,2,599.99,0.07,1199.98
447,1,4,2,2899.99,0.05,5799.98
447,2,3,1,999.99,0.1,999.99
447,3,8,1,1799.99,0.07,1799.99
448,1,13,2,269.99,0.05,539.98
448,2,6,2,469.99,0.05,939.98
449,1,17,2,429.0,0.05,858.0
449,2,2,1,749.99,0.05,749.99
449,3,7,2,3999.99,0.07,7999.98
449,4,26,2,599.99,0.2,1199.98
450,1,24,1,549.99,0.05,549.99
450,2,12,1,549.99,0.07,549.99
450,3,5,1,1320.99,0.1,1320.99
451,1,14,2,269.99,0.05,539.98
452,1,11,1,1680.99,0.05,1680.99
452,2,16,1,599.99,0.05,599.99
452,3,7,2,3999.99,0.1,7999.98
452,4,8,1,1799.99,0.1,1799.99
453,1,23,1,299.99,0.05,299.99
453,2,20,2,599.99,0.2,1199.98
453,3,4,1,2899.99,0.2,2899.99
454,1,25,2,499.99,0.07,999.98
454,2,13,2,269.99,0.05,539.98
454,3,24,2,549.99,0.1,1099.98
455,1,9,1,2999.99,0.05,2999.99
456,1,17,2,429.0,0.07,858.0
456,2,23,1,299.99,0.07,299.99
457,1,24,2,549.99,0.07,1099.98
457,2,2,1,749.99,0.05,749.99
457,3,7,2,3999.99,0.1,7999.98
457,4,17,1,429.0,0.2,429.0
458,1,2,1,749.99,0.2,749.99
458,2,21,2,269.99,0.07,539.98
458,3,11,1,1680.99,0.1,1680.99
458,4,24,1,549.99,0.2,549.99
458,5,3,2,999.99,0.2,1999.98
459,1,11,1,1680.99,0.2,1680.99
460,1,19,1,449.0,0.05,449.0
460,2,18,2,449.0,0.07,898.0
460,3,4,1,2899.99,0.2,2899.99
460,4,22,2,269.99,0.1,539.98
461,1,16,1,599.99,0.07,599.99
461,2,4,1,2899.99,0.2,2899.99
461,3,8,2,1799.99,0.05,3599.98
461,4,24,1,549.99,0.1,549.99
461,5,18,2,449.0,0.1,898.0
462,1,12,2,549.99,0.1,1099.98
463,1,13,2,269.99,0.07,539.98
464,1,7,1,3999.99,0.1,3999.99
465,1,6,2,469.99,0.1,939.98
465,2,25,2,499.99,0.1,999.98
466,1,19,2,449.0,0.2,898.0
466,2,6,1,469.99,0.2,469.99
466,3,7,2,3999.99,0.05,7999.98
466,4,15,1,529.99,0.1,529.99
466,5,5,1,1320.99,0.1,1320.99
467,1,19,1,449.0,0.07,449.0
467,2,10,1,1549.0,0.07,1549.0
467,3,22,2,269.99,0.1,539.98
467,4,17,2,429.0,0.07,858.0
467,5,11,1,1680.99,0.1,1680.99
468,1,19,1,449.0,0.1,449.0
468,2,9,2,2999.99,0.05,5999.98
468,3,10,2,1549.0,0.05,3098.0
468,4,25,1,499.99,0.1,499.99
469,1,8,2,1799.99,0.1,3599.98
469,2,4,1,2899.99,0.07,2899.99
469,3,15,2,529.99,0.2,1059.98
470,1,18,1,449.0,0.05,449.0
470,2,13,1,269.99,0.05,269.99
470,3,8,2,1799.99,0.2,3599.98
471,1,14,1,269.99,0.2,269.99
471,2,13,2,269.99,0.05,539.98
472,1,15,1,529.99,0.1,529.99
472,2,21,2,269.99,0.1,539.98
473,1,26,1,599.99,0.07,599.99
474,1,19,2,449.0,0.05,898.0
474,2,11,1,1680.99,0.2,1680.99
475,1,17,2,429.0,0.07,858.0
475,2,26,2,599.99,0.2,1199.98
475,3,25,1,499.99,0.2,499.99
476,1,22,2,269.99,0.07,539.98
476,2,4,2,2899.99,0.2,5799.98
476,3,11,2,1680.99,0.07,3361.98
476,4,20,2,599.99,0.05,1199.98
477,1,6,1,469.99,0.1,469.99
477,2,10,1,1549.0,0.05,1549.0
478,1,21,2,269.99,0.07,539.98
479,1,26,1,599.99,0.07,599.99
479,2,12,1,549.99,0.05,549.99
479,3,21,1,269.99,0.2,269.99
479,4,7,1,3999.99,0.05,3999.99
479,5,10,1,1549.0,0.2,1549.0
480,1,4,1,2899.99,0.05,2899.99
